NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
JUNIATA COLLEGE,1700 MOORE ST,HUNTINGDON,PA,16652,(814) 641-3000,1768,HUNTINGDON,42061,USA,40.49949290600006,-78.01515787399995,www.juniata.edu/
JFK MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS,1200 PARK AVE AND RANDOLPH RD,PLAINFIELD,NJ,07061,(908) 668-2400,723,UNION,34039,USA,40.60604253400004,-74.4043597,www.jfkmuhlenbergschools.org/
PAUL MITCHELL THE SCHOOL-SALT LAKE CITY,1969 EAST MURRAY HOLLADAY ROAD,HOLLADAY,UT,84117,(801) 266-4693,339,SALT LAKE,49035,USA,40.66668212600007,-111.83586382299995,paulmitchell.edu/saltlakecity
THE PROFESSIONAL HAIR DESIGN ACADEMY,3408 MALL DRIVE,EAU CLAIRE,WI,54701,(715) 835-2345,43,EAU CLAIRE,55035,USA,44.78337359400007,-91.46171362199999,phdacademy.edu/
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-ARECIBO,CARRETERA 662 KM 2.3,ARECIBO,PR,00614,(787) 881-1212 EXT 6000,901,ARECIBO,72013,PRI,18.446006,-66.679114,www.pucpr.edu/arecibo
PRAXIS INSTITUTE,1850 SW 8TH ST 4TH FL,MIAMI,FL,33135,(305) 642-4104,442,MIAMI-DADE,12086,USA,25.765409396000052,-80.225612,www.praxis.edu/
UNIVERSITY OF ALABAMA IN HUNTSVILLE,301 SPARKMAN DR,HUNTSVILLE,AL,35899,(256) 824-6120,11591,MADISON,01089,USA,34.72281824500004,-86.63841997499998,www.uah.edu/
UNIVERSITY OF THE OZARKS,415 N COLLEGE AVE,CLARKSVILLE,AR,72830,(479) 979-1000,1016,JOHNSON,05071,USA,35.477785346000076,-93.46792442099996,https://www.ozarks.edu/
ASHER INSTITUTE OF HAMPTON,4107 WEST MERCURY BLVD,HAMPTON,VA,23666,(757) 723-4809,38,HAMPTON CITY,51650,USA,37.02530633400005,-76.34642698299996,www.aiofhampton.edu/
INNOVATIONS DESIGN ACADEMY,125 E LOCUST ST,CANTON,IL,61520,(309) 647-4224,43,FULTON,17057,USA,40.55857092800005,-90.033107,innovationsdesignacademy.edu/
GEORGIA PIEDMONT TECHNICAL COLLEGE,495 N INDIAN CREEK DR,CLARKSTON,GA,30021,(404) 297-9522 EXT 1282,3169,DEKALB,13089,USA,33.78989836000005,-84.23450392199999,www.gptc.edu/
UNIVERSITY OF WISCONSIN-PLATTEVILLE,1 UNIVERSITY PLAZA,PLATTEVILLE,WI,53818,(608) 342-1491,8557,GRANT,55043,USA,42.73423024300007,-90.48791959,https://www.uwplatt.edu/
NORTH CENTRAL TEXAS COLLEGE,1525 W CALIFORNIA STREET,GAINESVILLE,TX,76240,(940) 668-7731,9449,COOKE,48097,USA,33.61826935300007,-97.16527293299998,www.nctc.edu/
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER,3500 CAMP BOWIE BLVD,FORT WORTH,TX,76107,(817) 735-2000,3657,TARRANT,48439,USA,32.74928994600003,-97.36892544599999,www.unthsc.edu/
TACOMA COMMUNITY COLLEGE,6501 S 19TH ST,TACOMA,WA,98466,(253) 566-5000,6787,PIERCE,53053,USA,47.24543710700004,-122.52286503,https://www.tacomacc.edu/
LINCOLN TECHNICAL INSTITUTE-NEW BRITAIN,200 JOHN DOWNEY DR,NEW BRITAIN,CT,06051,(860) 225-8641 EXT 45700,698,HARTFORD,09003,USA,41.65923561000005,-72.75449757499996,www.lincolntech.edu/campus/new-britain-ct
PRINCIPIA COLLEGE,1 MAYBECK PLACE,ELSAH,IL,62028,(618) 374-2131,610,JERSEY,17083,USA,38.948929,-90.35007,www.principiacollege.edu/
MID-AMERICA CHRISTIAN UNIVERSITY,3500 SW 119TH ST,OKLAHOMA CITY,OK,73170,(405) 691-3800,2569,CLEVELAND,40027,USA,35.34778494100004,-97.57829684799998,www.macu.edu/
CARRINGTON COLLEGE-PORTLAND,"2004 LLOYD CENTER, 3RD FL.",PORTLAND,OR,97232,(503) 761-6100,350,MULTNOMAH,41051,USA,45.5323564,-122.65358347799997,https://carrington.edu/
PAUL MITCHELL THE SCHOOL-BOISE,1270 S VINNELL WAY,BOISE,ID,83709,(208) 515-3348,280,ADA,16001,USA,43.59447895200003,-116.28605775599999,paulmitchell.edu/boise/
CHAPMAN UNIVERSITY,ONE UNIVERSITY DR.,ORANGE,CA,92866,(714) 997-6815,11951,ORANGE,06059,USA,33.79367792100004,-117.85148054599995,https://www.chapman.edu/
WESTERN UNIVERSITY OF HEALTH SCIENCES,309 E 2ND ST,POMONA,CA,91766,(909) 623-6116,5325,LOS ANGELES,06037,USA,34.05809161500002,-117.74773215799996,www.westernu.edu/
LUTHERAN SCHOOL OF NURSING,3535 S JEFFERSON AVE 2ND FLOOR,SAINT LOUIS,MO,63118,(314) 577-5850,60,ST. LOUIS CITY,29510,USA,38.59009424800007,-90.22644056299998,www.nursingschoollmc.com/
UNIVERSAL TECHNOLOGY COLLEGE OF PUERTO RICO,111 COMERCIO ST,AGUADILLA,PR,00603,(787) 882-2065 EXT 239,222,AGUADILLA,72005,PRI,18.42839970500006,-67.15563772299998,www.unitecpr.edu/
NORTH-WEST COLLEGE-POMONA,170 W HOLT AVE,POMONA,CA,91768,(909) 623-1552,149,LOS ANGELES,06037,USA,34.062102852000066,-117.75104562399997,www.north-westcollege.edu/
J F INGRAM STATE TECHNICAL COLLEGE,5375 INGRAM RD,DEATSVILLE,AL,36022,(334) 285-5177 EXT 3249,507,ELMORE,01051,USA,32.58231215300003,-86.39236857399999,www.istc.edu/
JUDSON UNIVERSITY,1151 N STATE ST,ELGIN,IL,60123,(847) 628-2500,1536,KANE,17089,USA,42.05912545700005,-88.28936765699996,www.judsonu.edu/
MID-AMERICA TECHNOLOGY CENTER,27438 STATE HWY 59,WAYNE,OK,73095,(405) 449-3391,1110,MCCLAIN,40087,USA,34.91249772700007,-97.36417402899997,www.matech.edu/
CAREER QUEST LEARNING CENTERS-JACKSON,"209 E WASHINGTON AVE, STE 241",JACKSON,MI,49201,(517) 990-9595,118,JACKSON,26075,USA,42.24677087800006,-84.40259059299996,www.careerquest.edu/
CONCORDE CAREER COLLEGE-SAN BERNARDINO,"201 EAST AIRPORT DRIVE, SUITE A",SAN BERNARDINO,CA,92408,(909) 884-8891,725,SAN BERNARDINO,06071,USA,34.06682286300003,-117.28399492999995,https://www.concorde.edu/campus/san-bernardino-california
RAVENSCROFT BEAUTY COLLEGE,4530 LAHMEYER ROAD,FORT WAYNE,IN,46835,(260) 486-8868,178,ALLEN,18003,USA,41.119401667000034,-85.06363132399997,ravenscroftcollege.com/
BENEDICTINE COLLEGE,1020 N 2ND ST,ATCHISON,KS,66002,(913) 367-5340,2628,ATCHISON,20005,USA,39.57361926100003,-95.11234459299999,www.benedictine.edu/
MARS HILL UNIVERSITY,100 ATHLETIC ST,MARS HILL,NC,28754,(828) 689-4968,1361,MADISON,37115,USA,35.825857589000066,-82.55085917999997,www.mhu.edu/
MODERN BEAUTY ACADEMY,699 SOUTH C ST,OXNARD,CA,93030,(805) 483-4994,42,VENTURA,06111,USA,34.19538359100005,-119.18142273399997,www.modernbeautyacademy.org/
LINCOLN TECHNICAL INSTITUTE-PHILADELPHIA,9191 TORRESDALE AVE,PHILADELPHIA,PA,19136,(215) 335-0800 EXT 40500,421,PHILADELPHIA,42101,USA,40.049547741000026,-74.99968598399994,www.lincolntech.edu/campus/philadelphia-pa
REMINGTON COLLEGE-FORT WORTH CAMPUS,300 E. LOOP 820,FORT WORTH,TX,76112,(817) 451-0011,430,TARRANT,48439,USA,32.775981073000025,-97.21356216599997,www.remingtoncollege.edu/fort-worth-texas-career-schools-overview
B M SPURR SCHOOL OF PRACTICAL NURSING,800 WHEELING AVE,GLEN DALE,WV,26038,(304) 843-3255,31,MARSHALL,54051,USA,39.94583421700003,-80.75355776299995,https://wvumedicine.org/reynolds-memorial/
YESHIVA BAIS AHARON,905 PARK AVENUE,LAKEWOOD,NJ,08701,(732) 364-7604,33,OCEAN,34029,USA,40.101054625000074,-74.20305234799997,https://www.yeshivabaisaharon.com/
METRO DETROIT BARBER COLLEGE,7443 W. MCNICHOLS,DETROIT,MI,48221,(313) 342-4400,33,WAYNE,26163,USA,42.41689862100003,-83.14598482599996,mdbcollege.org/
RAY J'S COLLEGE OF HAIR,1726 WOODDALE COURT,BATON ROUGE,LA,70806,(225) 928-6890,42,EAST BATON ROUGE,22033,USA,30.464917,-91.110969,www.rayjscollegeofhair.info/
EASTERN IOWA COMMUNITY COLLEGE DISTRICT,101 W THIRD STREET,DAVENPORT,IA,52801,(563) 336-3300,7766,SCOTT,19163,USA,41.522165,-90.57447,www.eicc.edu/
SOUTH EASTERN BEAUTY ACADEMY,318 SECOND STREET,PAINTSVILLE,KY,41240,(606) 788-0091,63,JOHNSON,21115,USA,37.814789,-82.806325,southeasternbeautyacadaemy.com/
MOODY BIBLE INSTITUTE - SPOKANE,611 EAST INDIANA AVENUE,SPOKANE,WA,99207,NOT AVAILABLE,-999,SPOKANE,53063,USA,47.675848,-117.40043516099996,NOT AVAILABLE
FLORIDA PANHANDLE TECHNICAL COLLEGE,757 HOYT STREET,CHIPLEY,FL,32428,(850) 638-1180,374,WASHINGTON,12133,USA,30.774489643000038,-85.5533448,fptc.edu/
UNIVERSITY OF PUERTO RICO-CAYEY,205 ANTONIO R. BARCELO AVE.,CAYEY,PR,00737,(787) 738-2161,3440,CAYEY,72035,PRI,18.117232,-66.163146,www.cayey.upr.edu/
PACIFIC BIBLE COLLEGE,28 S FIR STREET STE 212,MEDFORD,OR,97501,(541) 776-9942,67,JACKSON,41029,USA,42.325118479000025,-122.87366853999998,pacificbible.edu/
UEI COLLEGE-RIVERSIDE,1860 UNIVERSITY AVENUE,RIVERSIDE,CA,92507,(951) 300-5500,1122,RIVERSIDE,06065,USA,33.97536589200007,-117.35177823199996,https://www.uei.edu/
HUSSON UNIVERSITY,1 COLLEGE CIRCLE,BANGOR,ME,04401,(207) 941-7000,4229,PENOBSCOT,23019,USA,44.827332141000056,-68.79213371399999,www.husson.edu/
EASTERN SUFFOLK BOCES,970 NORTH GRIFFING AVENUE,RIVERHEAD,NY,11901,(631) 233-4450,15,SUFFOLK,36103,USA,40.927872,-72.671979,www.esboces.org/
PIMA MEDICAL INSTITUTE-EL PASO,6926 GATEWAY BOULEVARD E.,EL PASO,TX,79915,(915) 633-1133,536,EL PASO,48141,USA,31.773655,-106.383839,www.pmi.edu/
WRIGHT GRADUATE UNIVERSITY FOR THE REALIZATION OF HUMAN POTENTIAL,N7698 COUNTY HIGHWAY H,ELKHORN,WI,53121,(262) 742-4444,52,WALWORTH,55127,USA,42.767896206000046,-88.59150838099998,www.wrightgrad.edu/
SESSIONS COLLEGE FOR PROFESSIONAL DESIGN,"51 WEST 3RD ST, SUITE E-301",TEMPE,AZ,85281,(480) 212-1704,242,MARICOPA,04013,USA,33.42694247700007,-111.94045575199999,https://www.sessions.edu/
PLATT COLLEGE-MCCANN-LEWISBURG,7495 WESTBRANCH HWY,LEWISBURG,PA,17837,(570) 286-3058,218,UNION,42119,USA,40.98239,-76.885311,https://www.mccann.edu/
CARIBBEAN AVIATION TRAINING INSTITUTE INC,"AVE. JOSE A. SANTANA, ED. WORLD CARGO, 2ND FLOOR BASE MUNIZ",CAROLINA,PR,00979,(787) 253-2030,245,CAROLINA,72031,PRI,18.439852,-65.997138,www.caribav.com/
MOHAWK VALLEY COMMUNITY COLLEGE,1101 SHERMAN DR,UTICA,NY,13501,(315) 792-5400,6357,ONEIDA,36065,USA,43.07738365000006,-75.21719749,www.mvcc.edu/
SOUTHERN CAREERS INSTITUTE-AUSTIN,"1701 W BEN WHITE BLVD, STE 100",AUSTIN,TX,78744,(512) 437-7500,1451,TRAVIS,48453,USA,30.22647,-97.783834,www.scitexas.edu/
FORT MYERS TECHNICAL COLLEGE,3800 MICHIGAN AVE,FORT MYERS,FL,33916,(239) 334-4544 EXT 325,673,LEE,12071,USA,26.647512265000046,-81.83658399299998,www.fortmyerstech.edu/
INDEPENDENCE COMMUNITY COLLEGE,1057 WEST COLLEGE AVENUE,INDEPENDENCE,KS,67301,(620) 331-4100,905,MONTGOMERY,20125,USA,37.19561374400007,-95.72051769099994,www.indycc.edu/
EMPIRE BEAUTY SCHOOL-CHENOWETH,151 CHENOWETH LN,LOUISVILLE,KY,40207,(800) 920-4593,105,JEFFERSON,21111,USA,38.25576366900003,-85.65752024999995,www.empire.edu/
KUYPER COLLEGE,3333 EAST BELTLINE AVE NE,GRAND RAPIDS,MI,49525,(616) 222-3000,209,KENT,26081,USA,43.02195,-85.592657,https://www.kuyper.edu/
PENNSYLVANIA STATE SYSTEM OF HIGHER EDUCATION-CENTRAL OFFICE,2986 N 2ND ST DIXON UNIV CENTER,HARRISBURG,PA,17110,(717) 720-4205,134,DAUPHIN,42043,USA,40.294887,-76.90436306299995,www.passhe.edu/
COLLEGE OF CHARLESTON,66 GEORGE ST,CHARLESTON,SC,29424,(843) 953-5500,12242,CHARLESTON,45019,USA,32.78303444100004,-79.93688321799993,www.cofc.edu/
MEDICAL UNIVERSITY OF SOUTH CAROLINA,179 ASHLEY AVE,CHARLESTON,SC,29425,(843) 792-2300,6371,CHARLESTON,45019,USA,32.786005103000036,-79.94776909199999,https://web.musc.edu/
RASMUSSEN UNIVERSITY-WISCONSIN,"904 SOUTH TAYLOR STREET, SUITE 100",GREEN BAY,WI,54303,(920) 593-8400,727,BROWN,55009,USA,44.52624411100004,-88.08078328599998,https://rasmussen.edu/
TEXAS A & M UNIVERSITY-COLLEGE STATION,"JKW ADMINISTRATION BUILDING, SUITE 200",COLLEGE STATION,TX,77843,(979) 845-3211,81678,BRAZOS,48041,USA,30.610775,-96.349232,https://www.tamu.edu/
GEORGE C WALLACE COMMUNITY COLLEGE-DOTHAN,1141 WALLACE DRIVE,DOTHAN,AL,36303,(334) 983-3521,4117,DALE,01045,USA,31.316086,-85.46355,www.wallace.edu/
WESTERN DAKOTA TECHNICAL COLLEGE,800 MICKELSON DR,RAPID CITY,SD,57703,(605) 718-2400,1474,PENNINGTON,46103,USA,44.07674041800004,-103.17934197799997,https://www.wdt.edu/
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-HARRIMAN,1745 HARRIMAN HIGHWAY,HARRIMAN,TN,37748,(865) 882-6703,418,ROANE,47145,USA,35.96265110400003,-84.52634764499999,www.tcatharriman.edu/
HEALTHCARE TRAINING INSTITUTE,322 WILLIAMS BOULEVARD,KENNER,LA,70062,(504) 467-2155 EXT 1012,56,JEFFERSON,22051,USA,29.97381,-90.246041,healthcaretraininginstitutenola.net/
ROSS MEDICAL EDUCATION CENTER-KOKOMO,196 EAST SOUTHWAY BOULEVARD,KOKOMO,IN,46902,(765) 453-4864,97,HOWARD,18067,USA,40.443464465000034,-86.12936978799996,www.rosseducation.edu/
GENESEE COMMUNITY COLLEGE,ONE COLLEGE RD,BATAVIA,NY,14020,(585) 343-0055,5153,GENESEE,36037,USA,43.016830689000074,-78.13802402799996,www.genesee.edu/
OGLALA LAKOTA COLLEGE,490 PIYA WICONI ROAD,KYLE,SD,57752,(605) 455-6000,1455,OGLALA LAKOTA,46102,USA,43.366813,-102.240331,www.olc.edu/
LOCK HAVEN UNIVERSITY,401 NORTH FAIRVIEW STREET,LOCK HAVEN,PA,17745,(570) 484-2011,3661,CLINTON,42035,USA,41.141774833000056,-77.46226629799997,www.lockhaven.edu/
SOUTH CAROLINA STATE UNIVERSITY,300 COLLEGE ST NE,ORANGEBURG,SC,29117,(803) 536-7000,2908,ORANGEBURG,45075,USA,33.497201059000076,-80.85127999299993,www.scsu.edu/
BRILLARE BEAUTY INSTITUTE,1605 PROFESSIONAL PARK DRIVE NW,CLEVELAND,TN,37312,(423) 476-3742 EXT 101,81,BRADLEY,47011,USA,35.191411,-84.881419,www.brillarebeautyinstitute.edu/
BELLA COSMETOLOGY AND BARBER COLLEGE,5015A WESLEY,GREENVILLE,TX,75402,(903) 494-5170,59,HUNT,48231,USA,32.95901943900003,-95.29487269699996,bellacollege.com/
CREATIVE TOUCH COSMETOLOGY SCHOOL,234 EAST 3RD STREET,WATERLOO,IL,62298,(618) 939-0322,16,MONROE,17133,USA,38.335227418000045,-90.14621760699998,https://creativetouch.edu/
SOUTH TEXAS COLLEGE,3201 W PECAN,MCALLEN,TX,78502,(956) 872-8311,30440,HIDALGO,48215,USA,26.217590835000067,-98.25363445399995,https://www.southtexascollege.edu/
NORTHERN ESSEX COMMUNITY COLLEGE,100 ELLIOTT STREET,HAVERHILL,MA,01830,(978) 556-3000,5282,ESSEX,25009,USA,42.79643376400003,-71.04741551299998,www.necc.mass.edu/
HOLLYWOOD INSTITUTE OF BEAUTY CAREERS-WEST PALM BEACH,7587-7599 SOUTH DIXIE HIGHWAY,WEST PALM BEACH,FL,33405,(561) 547-6333,308,PALM BEACH,12099,USA,26.64961045800004,-80.05729742799997,www.hi.edu/
MILWAUKEE CAREER COLLEGE,3077 N MAYFAIR RD STE 300,MILWAUKEE,WI,53222,(414) 257-2939,257,MILWAUKEE,55079,USA,43.074192432000075,-88.04871382399995,www.mkecc.edu/
ARKANSAS NORTHEASTERN COLLEGE,2501 S DIVISION,BLYTHEVILLE,AR,72316,(870) 762-1020 EXT 1114,1580,MISSISSIPPI,05093,USA,35.89736232700005,-89.92249131799997,www.anc.edu/
UNIVERSITY OF CHICAGO,5801 S ELLIS AVE,CHICAGO,IL,60637,(773) 702-1234,30198,COOK,17031,USA,41.79014557900007,-87.60092236199995,www.uchicago.edu/
MANCHESTER COMMUNITY COLLEGE,GREAT PATH,MANCHESTER,CT,06040,(860) 512-3000,4969,HARTFORD,09003,USA,41.760483720000025,-72.56257691999997,www.manchestercc.edu/
FORT LEWIS COLLEGE,1000 RIM DRIVE,DURANGO,CO,81301,(970) 247-7010,4085,LA PLATA,08067,USA,37.27542817300008,-107.86700261999994,fortlewis.edu/
CENTURA COLLEGE-NORFOLK,7020 NORTH MILITARY HIGHWAY,NORFOLK,VA,23518,(757) 853-2121,269,NORFOLK CITY,51710,USA,36.908448074000034,-76.23256488199996,https://www.centuracollege.edu/campuses/norfolk/
IVY TECH COMMUNITY COLLEGE,50 W. FALL CREEK PARKWAY N. DRIVE,INDIANAPOLIS,IN,46208,(317) 921-4800,70690,MARION,18097,USA,39.803753,-86.158213,www.ivytech.edu/
BRYAN COLLEGE OF HEALTH SCIENCES,1535 S 52ND ST,LINCOLN,NE,68506,(402) 481-3801,889,LANCASTER,31109,USA,40.79676769300005,-96.65153246399996,https://www.bryanhealthcollege.edu/bcohs/
NEW MEXICO STATE UNIVERSITY-GRANTS,1500 THIRD STREET,GRANTS,NM,87020,(505) 287-6678,691,CIBOLA,35006,USA,35.165964614000075,-107.84363828999994,grants.nmsu.edu/
CULVER-STOCKTON COLLEGE,ONE COLLEGE HILL,CANTON,MO,63435,(573) 288-6000,1221,LEWIS,29111,USA,40.12999094600008,-91.52708112,https://www.culver.edu/
WILLIAM CAREY UNIVERSITY,710 WILLIAM CAREY PARKWAY,HATTIESBURG,MS,39401,(601) 318-6051,6244,FORREST,28035,USA,31.30526390600005,-89.29181520299994,www.wmcarey.edu/
SANTA ANA BEAUTY COLLEGE,1926 WEST 17TH STREET,SANTA ANA,CA,92706,(714) 835-0278,131,ORANGE,06059,USA,33.75931,-117.895961,www.savcusa.com/
NATIONAL AMERICAN UNIVERSITY-INDIANAPOLIS,"3600 WOODVIEW TRACE, SUITE 200",INDIANAPOLIS,IN,46268,(317) 810-8100,-999,MARION,18097,USA,39.92200379500008,-86.22239279699994,www.national.edu/locations/campuses/indianapolis/
DEVRY UNIVERSITY-TENNESSEE,"3343 PERIMETER HILL DR., STE. 200",NASHVILLE,TN,37211,(615) 445-3456,42,DAVIDSON,47037,USA,36.085359,-86.694388,https://www.devry.edu/
ROSS COLLEGE-HOPKINSVILLE,4001 FORT CAMPBELL BOULEVARD,HOPKINSVILLE,KY,42240,(270) 886-1302,114,CHRISTIAN,21047,USA,36.834024715000055,-87.47477368599993,www.rosseducation.edu/
FORTIS COLLEGE-ORANGE PARK,700 BLANDING BLVD. SUITE 16,ORANGE PARK,FL,32065,(904) 269-7086,542,CLAY,12019,USA,30.148209,-81.759006,fortis.edu/
SOUTH TEXAS BARBER COLLEGE INC,3917 AYERS,CORPUS CHRISTI,TX,78415,(361) 855-0262,10,NUECES,48355,USA,27.754867905000026,-97.41715576499996,www.southtexasbarbercollege.net/
TRICOCI UNIVERSITY OF BEAUTY CULTURE-CHICAGO NE,6458 NORTH SHERIDAN ROAD,CHICAGO,IL,60626,(630) 528-3330,128,COOK,17031,USA,41.99994039500007,-87.66103673699996,www.tricociuniversity.edu/
TOTAL IMAGE BEAUTY ACADEMY,3900 BERGENLINE AVE 2ND FLOOR,UNION CITY,NJ,07087,(201) 766-2355,254,HUDSON,34017,USA,40.77578,-74.026091,www.tiba.edu/
BAY DE NOC COMMUNITY COLLEGE,2001 N LINCOLN ROAD,ESCANABA,MI,49829,(906) 786-5802,2100,DELTA,26041,USA,45.771807926000065,-87.08564538199994,https://www.baycollege.edu/
CASAL AVEDA INSTITUTE,5555 YOUNGSTOWN WARREN RD UNIT 606,NILES,OH,44446,(330) 792-6504 EXT 103,125,TRUMBULL,39155,USA,41.10195951700007,-80.77281160299998,www.casalaveda.com/
ALL-STATE CAREER-BALTIMORE,2200 BROENING HWY STE 160,BALTIMORE,MD,21224,(410) 631-1818,592,BALTIMORE CITY,24510,USA,39.264663821000056,-76.54494197399998,https://www.allstatecareer.edu/
ROSS MEDICAL EDUCATION CENTER-BATTLE CREEK,"3600 CAPITAL AVE, SUITE 104",BATTLE CREEK,MI,49015,(269) 224-1381,54,CALHOUN,26025,USA,42.247756,-85.200317,www.rosseducation.edu/
NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF RHODE ISLAND,600 MOSHASSUCK VALLEY INDUSTRIAL HWY,PAWTUCKET,RI,02860,(401) 725-1220,514,PROVIDENCE,44007,USA,41.880296,-71.405906,www.nettts.com/
INSTITUTE OF TECHNOLOGY,564 W HERNDON,CLOVIS,CA,93612,(559) 297-4500,1561,FRESNO,06019,USA,36.83678955500005,-119.72324901499996,www.iot.edu/
RANCHO SANTIAGO COMMUNITY COLLEGE DISTRICT OFFICE,2323 N BROADWAY,SANTA ANA,CA,92706,(714) 480-7450,139,ORANGE,06059,USA,33.76733064600006,-117.86826060699997,www.rsccd.edu/
DALLAS BARBER & STYLIST COLLEGE,9357 FOREST LANE,DALLAS,TX,75243,(214) 575-2168,113,DALLAS,48113,USA,32.90989714600005,-96.73701659399995,www.dallasbarberandstylistcollege.com/
BYZANTINE CATHOLIC SEMINARY OF SAINTS CYRIL AND METHODIUS,3605 PERRYSVILLE AVENUE,PITTSBURGH,PA,15214,(412) 321-8383,79,ALLEGHENY,42003,USA,40.48440852700003,-80.01582455499994,www.bcs.edu/
AURORA UNIVERSITY,347 S GLADSTONE AVE,AURORA,IL,60506,(630) 892-6431,7131,KANE,17089,USA,41.75435820800004,-88.34944512399994,https://aurora.edu/
BETHEL UNIVERSITY,1001 BETHEL CIRCLE,MISHAWAKA,IN,46545,(574) 807-7000,1716,ST. JOSEPH,18141,USA,41.67806539600008,-86.19164912999997,www.betheluniversity.edu/
POST UNIVERSITY,800 COUNTRY CLUB RD,WATERBURY,CT,06723,(800) 345-2562,15603,NEW HAVEN,09009,USA,41.53533442500003,-73.08052461299997,www.post.edu/
AMERITECH COLLEGE-PROVO,N/A,PROVO,UT,84604,(801) 377-2900,-999,UTAH,49049,USA,40.25679543600006,-111.66239548499999,https://www.ameritech.edu/
WEST LIBERTY UNIVERSITY,208 UNIVERSITY DRIVE,WEST LIBERTY,WV,26074,(304) 336-5000,2897,OHIO,54069,USA,40.164417,-80.602256,www.westliberty.edu/
UNIVERSIDAD POLITECNICA DE PUERTO RICO,377 PONCE DE LEON AVE,HATO REY,PR,00919,(787) 622-8000,4772,SAN JUAN,72127,PRI,18.42250292800003,-66.05539779899993,www.pupr.edu/
CCI TRAINING CENTER-ARLINGTON,770 E. ROAD TO SIX FLAGS # 140,ARLINGTON,TX,76011,(817) 226-1900 EXT 228,233,TARRANT,48439,USA,32.755026,-97.101231,www.ccitraining.edu/
MTI COLLEGE,5221 MADISON AVENUE,SACRAMENTO,CA,95841,(916) 339-1500,623,SACRAMENTO,06067,USA,38.66137729700006,-121.34256775199998,www.mticollege.edu/
FLINT INSTITUTE OF BARBERING INC,3214 FLUSHING ROAD,FLINT,MI,48504,(810) 232-4711,21,GENESEE,26049,USA,43.027339460000064,-83.73910990999997,www.flintinstituteofbarberinginc.com/
LOS ANGELES COMMUNITY COLLEGE DISTRICT OFFICE,770 WILSHIRE BLVD,LOS ANGELES,CA,90017,(213) 891-2000,298,LOS ANGELES,06037,USA,34.04877507900005,-118.25806333599996,www.laccd.edu/
ADRIAN COLLEGE,110 S MADISON ST,ADRIAN,MI,49221,(517) 265-5161,2285,LENAWEE,26091,USA,41.89862771900005,-84.05991120399995,www.adrian.edu/
GRAND CANYON UNIVERSITY,3300 W CAMELBACK RD,PHOENIX,AZ,85017,(800) 800-9776,110404,MARICOPA,04013,USA,33.51323097200003,-112.12992889299994,www.gcu.edu/
BETHEL COLLEGE-NORTH NEWTON,300 E 27TH ST,NORTH NEWTON,KS,67117,(316) 283-2500,650,HARVEY,20079,USA,38.075188714000035,-97.34372731899998,www.bethelks.edu/
BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,8400 DATAPOINT DR,SAN ANTONIO,TX,78229,(210) 297-9636,650,BEXAR,48029,USA,29.51702437800003,-98.56748358999994,www.bshp.edu/
ALLEN SCHOOL-JAMAICA,163-18 JAMAICA AVENUE,JAMAICA,NY,11432,(718) 291-2200,133,QUEENS,36081,USA,40.704694,-73.796295,www.allenschool.edu/
NORTHEAST TECHNOLOGY CENTER-PRYOR,6195 W HWY 20,PRYOR,OK,74361,NOT AVAILABLE,-999,MAYES,40097,USA,36.309116422000045,-95.42505648499997,NOT AVAILABLE
NORTHEAST TECHNOLOGY CENTER-AFTON,19901 S HWY 69,AFTON,OK,74331,NOT AVAILABLE,-999,OTTAWA,40115,USA,36.73036867900004,-94.92912295799994,NOT AVAILABLE
ULTIMATE MEDICAL ACADEMY,1255 CLEVELAND ST,CLEARWATER,FL,33755,(727) 298-8685,9206,PINELLAS,12103,USA,27.96525863200003,-82.78567281199997,https://www.ultimatemedical.edu/about/
AMERICAN INSTITUTE OF BEAUTY,3665 EAST BAY DRIVE SUITE 164,LARGO,FL,33771,(727) 532-2125,225,PINELLAS,12103,USA,27.915071650000073,-82.74909438899994,www.aibschool.edu/
PALMETTO BEAUTY SCHOOL,2601 EAST MAIN STREET,SPARTANBURG,SC,29307,(864) 579-2550,-999,SPARTANBURG,45083,USA,34.97843181200005,-81.87107103299996,www.palmettocosmo.com/
MIAMI AD SCHOOL,571 NW 28TH ST,MIAMI,FL,33127,(305) 538-3193 EXT 1003,71,MIAMI-DADE,12086,USA,25.803044,-80.204819,www.miamiadschool.com/
MIAMI REGIONAL UNIVERSITY,700 S ROYAL POINCIANA BLVD,MIAMI SPRINGS,FL,33166,(305) 442-9223,996,MIAMI-DADE,12086,USA,25.810667,-80.267007,https://www.mru.edu/
ESCUELA DE TROQUELERIA Y HERRAMENTAJE,150 RD 174 URB INDUSTRIAL MINILLAS,BAYAMON,PR,00959,(787) 786-1834,110,BAYAMÓN,72021,PRI,18.374732,-66.143939,escuelatroqueleria.jimdo.com/
